-DOCSTART- -X- -X- O
узнал VERB B-VP O
книгу NOUN B-NP O
, PUNCT B-VP O
хранящуюся VERB I-VP O
в ADP B-NP O
его PRON I-NP O
доме NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
настоящий ADJ I-NP O
момент NOUN I-NP O
книга NOUN I-NP O
выставлена VERB B-VP O
на ADP B-NP O
торги NOUN I-NP O
аукционного ADJ B-VP B-Org
дома NOUN B-NP O
Christie’s PROPN I-NP B-Org
, PUNCT B-VP O
который PRON I-VP O
надеется VERB I-VP O
выручить VERB I-VP O
за ADP I-VP O
неё PRON I-VP O
как SCONJ B-NP O
минимум NOUN I-NP O
99 NUM I-NP O
тыс NOUN I-NP O
. PUNCT B-VP O

долларов NOUN B-NP O
. PUNCT I-NP O

О ADP B-NP O
великом NOUN I-NP O
британском ADJ I-NP O
учёном NOUN I-NP O
, PUNCT B-VP O
которому PRON I-VP O
в ADP B-NP O
этом DET I-NP O
году NOUN I-NP O
исполнилось VERB B-VP O
200 NUM B-NP O
лет NOUN I-NP O
, PUNCT I-NP O
читайте VERB B-VP O
в ADP B-NP O
статье NOUN I-NP O
« NUM I-NP O
2009-й ADJ I-NP O
— NUM I-NP O
год NOUN I-NP O
Чарльза PROPN I-NP B-Person
Дарвина PROPN I-NP I-Person
» PROPN B-VP O
. PUNCT I-VP O

В ADP B-NP O
начале NOUN I-NP O
июне NOUN I-NP O
в ADP B-VP O
Турине PROPN I-VP B-Location
состоятся VERB I-VP O
выборы NOUN B-NP O
президента NOUN I-NP O
международной ADJ I-NP B-Org
шахматной ADJ I-NP I-Org
федерации NOUN I-NP I-Org
ФИДЕ PROPN I-NP I-Org
. PUNCT B-VP O

Два NUM B-NP O
кандидата NOUN I-NP O
продолжают VERB B-VP O
свои DET B-NP O
предвыборные ADJ I-NP O
кампании NOUN I-NP O
также ADV B-VP O
и PART I-VP O
в ADP I-VP O
Интернете PROPN I-VP B-Org
. PUNCT I-VP O

Оба NUM B-NP O
кандидата NOUN I-NP O
организовали VERB B-VP O
свои DET I-VP O
предвыборные ADJ I-VP O
Интернет NOUN B-NP B-Org
страницы NOUN I-NP O
. PUNCT B-VP O

Свою DET B-NP O
кампанию NOUN I-NP O
нидерландский ADJ I-NP O
предприниматель NOUN I-NP O
Бессель PROPN I-NP B-Person
Кок PROPN I-NP I-Person
проводит VERB B-VP O
под ADP B-NP O
девизом NOUN I-NP O
The PROPN I-NP O
Right PROPN I-NP O
Move PROPN I-NP O
( PUNCT I-NP O
Правильный ADJ I-NP O
ход NOUN I-NP O
) PUNCT I-NP O
. PUNCT B-VP O

Также ADV B-VP O
называется VERB I-VP O
и CCONJ B-NP O
его PRON I-NP O
предвыборная ADJ I-NP O
Интернет NOUN I-NP B-Org
страница NOUN I-NP O
The PROPN I-NP O
Right PROPN I-NP O
Move PROPN I-NP O
. PUNCT B-VP O

Предвыборная ADJ B-NP O
Интернет NOUN I-NP B-Org
страница NOUN I-NP O
действующего VERB B-VP O
президента NOUN B-NP O
ФИДЕ PROPN I-NP B-Org
Кирсана PROPN I-NP B-Person
Илюмжинова PROPN B-VP I-Person
называется VERB I-VP O
— PROPN B-NP O
Chess PROPN I-NP O
FIDE PROPN I-NP B-Org
Fidelity PROPN I-NP O
( PUNCT I-NP O
Шахматы NOUN I-NP O
, PUNCT I-NP O
ФИДЕ PROPN I-NP B-Org
, PUNCT I-NP O
верность NOUN I-NP O
) PUNCT I-NP O
. PUNCT B-VP O

На ADP B-NP O
своих DET I-NP O
страницах NOUN I-NP O
оба NUM I-NP O
кандидата NOUN I-NP O
представляют VERB B-VP O
свои DET B-NP O
команды NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
также ADV I-NP O
федерации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
их PRON I-VP O
поддерживают VERB I-VP O
. PUNCT I-VP O

Кирсана NOUN B-NP B-Person
Илюмжинова PROPN I-NP I-Person
поддерживают VERB B-VP O
40 NUM B-NP O
шахматных ADJ I-NP O
федераций NOUN I-NP O
, PUNCT B-VP O
включая ADV I-VP O
Россию PROPN I-VP B-LocOrg
. PUNCT I-VP O

Из ADP B-NP O
западных ADJ I-NP O
стран NOUN I-NP O
, PUNCT B-VP O
его PRON I-VP O
поддерживает VERB I-VP O
только PART B-NP O
Греция NOUN I-NP B-LocOrg
, PUNCT I-NP O
так ADV I-NP O
как SCONJ I-NP O
Илюмжинов PROPN I-NP B-Person
перевёл VERB B-VP O
штаб-квартиру NOUN B-NP O
ФИДЕ PROPN I-NP B-Org
в ADP I-NP O
Афины PROPN I-NP B-Location
и CCONJ I-NP O
в ADP I-NP O
его PRON I-NP O
команду NOUN I-NP O
, PUNCT I-NP O
в ADP I-NP O
качестве NOUN I-NP O
первого ADJ I-NP O
заместителя NOUN I-NP O
, PUNCT I-NP O
входит VERB B-VP O
Георгиос PROPN I-VP B-Person
Макрополус PROPN I-VP I-Person
. PUNCT I-VP O

Оба NUM B-NP O
претендента NOUN I-NP O
указывают VERB B-VP O
на ADP B-NP O
поддержку NOUN I-NP O
Афганистана PROPN I-NP B-LocOrg
. PUNCT B-VP O

По ADP B-NP O
неподтверждённым ADJ I-NP O
данным NOUN I-NP O
, PUNCT I-NP O
шахматная ADJ I-NP B-Org
федерация NOUN I-NP I-Org
Израиля PROPN I-NP I-Org
поддержит VERB B-VP O
Илюмжинова PROPN I-VP B-Person
вместе ADV I-VP O
с ADP B-NP O
федерациями NOUN I-NP B-Org
Ирака PROPN I-NP I-Org
, PUNCT I-NP O
Сирии PROPN I-NP B-Org
, PUNCT I-NP O
Иордании PROPN I-NP B-Org
, PUNCT I-NP O
Ливана PROPN I-NP B-Org
и CCONJ I-NP O
другими ADJ I-NP O
арабскими ADJ I-NP O
странами NOUN I-NP O
. PUNCT B-VP O

Палестина NOUN B-NP B-LocOrg
поддерживает VERB B-VP O
Кока PROPN I-VP B-Person
. PUNCT I-VP O

Поддержку NOUN B-NP O
Бесселю PROPN I-NP B-Person
Коку PROPN B-VP I-Person
выразили VERB I-VP O
30 NUM I-VP O
шахматных ADJ B-NP O
федераций NOUN I-NP O
среди ADP B-VP O
них PRON I-VP O
почти ADV B-NP O
все DET I-NP O
федерации NOUN I-NP O
стран NOUN I-NP O
западной ADJ I-NP B-Location
Европы PROPN I-NP I-Location
, PUNCT B-VP O
также ADV B-ROOT O
США PROPN I-ROOT B-LocOrg
. PUNCT I-ROOT O

На ADP B-VP O
Интернет PROPN I-VP B-Org
странице NOUN B-NP O
Бесселя PROPN I-NP B-Person
Кока PROPN B-VP I-Person
перечислены VERB I-VP O
следующие ADJ B-NP O
федерации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
его PRON I-VP O
поддерживают VERB I-VP O
: PUNCT I-VP O
• NOUN B-NP O
Афганистан PROPN B-VP B-LocOrg
• PROPN I-VP O
Андорра PROPN I-VP B-LocOrg
• PROPN I-VP O
Австралия PROPN I-VP B-LocOrg
• PROPN I-VP O
Бельгия PROPN I-VP B-LocOrg
• PROPN I-VP O
Канада PROPN I-VP B-LocOrg
• PROPN I-VP O
Чехия PROPN I-VP B-LocOrg
• PROPN I-VP O
Дания PROPN I-VP B-LocOrg
• PROPN I-VP O
Англия PROPN I-VP B-LocOrg
• PROPN I-VP O
Франция PROPN I-VP B-LocOrg
• PROPN I-VP O
Германия PROPN I-VP B-LocOrg
• PROPN I-VP O
Исландия PROPN I-VP B-LocOrg
• PROPN I-VP O
Ирландия PROPN I-VP B-LocOrg
• PROPN I-VP O
Лихтенштейн PROPN I-VP B-LocOrg
• PROPN I-VP O
Люксембург PROPN I-VP B-LocOrg
• PROPN I-VP O
Малави PROPN I-VP B-LocOrg
• PROPN I-VP O
Мальта PROPN I-VP B-LocOrg
• PROPN I-VP O
Монако PROPN I-VP B-LocOrg
• PROPN I-VP O
Намибия PROPN I-VP B-LocOrg
• PROPN I-VP O
Нидерланды PROPN I-VP B-LocOrg
• PROPN I-VP O
Нидерландские ADJ I-VP B-LocOrg
Антилы PROPN I-VP I-LocOrg
• PROPN I-VP O
Норвегия PROPN I-VP B-LocOrg
• PROPN I-VP O
Пакистан PROPN I-VP B-LocOrg
• PROPN I-VP O
Палестина PROPN I-VP B-LocOrg
• PROPN I-VP O
Парагвай PROPN I-VP B-LocOrg
• PROPN I-VP O
Словакия PROPN I-VP B-LocOrg
• PROPN I-VP O
Испания PROPN I-VP B-LocOrg
• PROPN I-VP O
Швейцария PROPN I-VP B-LocOrg
• PROPN I-VP O
Таиланд PROPN I-VP B-LocOrg
• PROPN I-VP O
Турция PROPN I-VP B-LocOrg
• PROPN I-VP O
США PROPN I-VP B-LocOrg
Поддержку PROPN I-VP O
Кирсану PROPN I-VP B-Person
Илюмжинову PROPN I-VP I-Person
выразили VERB I-VP O
40 NUM I-VP O
шахматных ADJ B-NP O
федераций NOUN I-NP O
, PUNCT B-VP O
среди ADP I-VP O
них PRON I-VP O
почти ADV I-VP O
все DET I-VP O
бывшие ADJ I-VP O
республики NOUN B-NP O
СССР PROPN I-NP B-LocOrg
, PUNCT I-NP O
арабские ADJ I-NP O
страны NOUN I-NP O
и CCONJ B-VP O
африканские ADJ I-VP O
страны NOUN B-NP O
. PUNCT B-VP O

На ADP B-VP O
Интернет PROPN I-VP B-Org
странице NOUN B-NP O
Кирсана PROPN I-NP B-Person
Илюмжинова PROPN B-VP I-Person
перечислены VERB I-VP O
следующие ADJ B-NP O
федерации NOUN I-NP O
, PUNCT B-VP O
которые PRON I-VP O
его PRON I-VP O
поддерживают VERB I-VP O
: PUNCT I-VP O
• NOUN B-NP O
Афганистан PROPN B-VP B-LocOrg
• PROPN I-VP O
Алжир PROPN I-VP B-LocOrg
• PROPN I-VP O
Аргентина PROPN I-VP B-LocOrg
• PROPN I-VP O
Азербайджан PROPN I-VP B-LocOrg
• PROPN I-VP O
Бахрейн PROPN I-VP B-LocOrg
• PROPN I-VP O
Барбадос PROPN I-VP B-LocOrg
• PROPN I-VP O
Бермуды PROPN I-VP B-LocOrg
• PROPN I-VP O
Чили PROPN I-VP B-LocOrg
• PROPN I-VP O
Коста PROPN I-VP B-LocOrg
Рика PROPN I-VP O
• PROPN I-VP O
Эквадор PROPN I-VP B-LocOrg
• PROPN I-VP O
Египет PROPN I-VP B-LocOrg
• PROPN I-VP O
Эль PROPN I-VP B-LocOrg
Сальвадор PROPN I-VP O
• PROPN I-VP O
Эфиопия PROPN I-VP B-LocOrg
• PROPN I-VP O
Грузия PROPN I-VP B-LocOrg
• PROPN I-VP O
Греция PROPN I-VP B-LocOrg
• PROPN I-VP O
Ирак PROPN I-VP B-LocOrg
• PROPN I-VP O
Иордания PROPN I-VP B-LocOrg
• PROPN I-VP O
Казахстан PROPN I-VP B-LocOrg
• PROPN I-VP O
Кувейт PROPN I-VP B-LocOrg
• PROPN I-VP O
Ливан PROPN I-VP B-LocOrg
• PROPN I-VP O
Ливия PROPN I-VP B-LocOrg
• PROPN I-VP O
Маврикий PROPN I-VP B-LocOrg
• PROPN I-VP O
Молдавия PROPN I-VP B-LocOrg
• PROPN I-VP O
Марокко PROPN I-VP B-LocOrg
• PROPN I-VP O
Нигерия PROPN I-VP B-LocOrg
• PROPN I-VP O
Панама PROPN I-VP B-LocOrg
• PROPN I-VP O
Катар PROPN I-VP B-LocOrg
• PROPN I-VP O
Россия PROPN I-VP B-LocOrg
• PROPN I-VP O
Сингапур PROPN I-VP B-LocOrg
• PROPN I-VP O
Судан PROPN I-VP B-LocOrg
• PROPN I-VP O
Суринам PROPN I-VP B-LocOrg
• PROPN I-VP O
Сирия PROPN I-VP B-LocOrg
• PROPN I-VP O
Таджикистан PROPN I-VP B-LocOrg
• PROPN I-VP O
Туркмения PROPN I-VP B-LocOrg
• PROPN I-VP O
Уганда PROPN I-VP B-LocOrg
• PROPN I-VP O
Объединённые VERB I-VP B-LocOrg
Арабские ADJ I-VP O
Эмираты PROPN I-VP B-LocOrg
• PROPN I-VP O
Виргинские ADJ B-NP B-LocOrg
острова NOUN I-NP I-LocOrg
• PROPN B-VP O
Узбекистан PROPN I-VP B-LocOrg
• PROPN I-VP O
Йемен PROPN I-VP B-LocOrg
• PROPN I-VP O
Замбия PROPN I-VP B-LocOrg
Кремль PROPN I-VP B-Org
всех DET I-VP O
опередил VERB I-VP O
Подана PROPN I-VP O
первая ADJ B-NP O
заявка NOUN I-NP O
на ADP I-NP O
регистрацию NOUN I-NP O
сайта NOUN I-NP O
в ADP I-NP O
доменной ADJ I-NP O
зоне NOUN I-NP O
.РФ PROPN I-NP O
. PUNCT B-VP O

RU-CENTER NOUN B-NP B-Org
начал VERB B-VP O
приём VERB I-VP O
заявок NOUN B-NP O
на ADP I-NP O
регистрацию NOUN I-NP O
доменных ADJ I-NP O
имён NOUN I-NP O
в ADP I-NP O
кириллической ADJ I-NP O
зоне NOUN I-NP O
.РФ PROPN I-NP O
, PUNCT B-VP O
и CCONJ I-VP O
первое ADJ B-NP O
заявление NOUN I-NP O
поступило VERB B-VP O
от ADP B-NP O
администрации NOUN I-NP B-Org
Кремля PROPN I-NP I-Org
на ADP I-NP O
имя NOUN I-NP O
« PROPN I-NP O
кремль.рф PROPN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Всего PART B-VP O
в ADP I-VP O
регистрационный ADJ I-VP O
центр NOUN B-NP O
поступило VERB B-VP O
около ADP B-NP O
десятка NOUN I-NP O
заявок NOUN I-NP O
, PUNCT I-NP O
в ADP I-NP O
том DET I-NP O
числе NOUN I-NP O
на ADP I-NP O
имена NOUN I-NP O
« PROPN I-NP O
екатеринбург.рф PROPN I-NP O
» PROPN B-VP O
и CCONJ I-VP O
« PROPN I-VP O
екбург.рф X I-VP O
» X I-VP O
— X I-VP O
их PRON I-VP O
подала VERB I-VP O
администрация NOUN B-NP B-Org
Екатеринбурга PROPN I-NP I-Org
. PUNCT B-VP O

Стоимость NOUN B-NP O
рассмотрения NOUN I-NP O
каждой ADJ I-NP O
заявки NOUN I-NP O
от ADP I-NP O
владельца NOUN I-NP O
того DET I-NP O
или CCONJ I-NP O
иного ADJ I-NP O
товарного ADJ I-NP O
знака NOUN I-NP O
составляет VERB B-VP O
1200 NUM B-NP O
рублей NOUN I-NP O
. PUNCT B-VP O

Как SCONJ B-VP O
пишет VERB I-VP O
Lenta.ru NOUN B-NP B-Org
, PUNCT B-VP O
до ADP B-NP O
апреля NOUN I-NP O
2010 NUM I-NP O
года NOUN I-NP O
регистрация NOUN I-NP O
сайтов NOUN I-NP O
в ADP I-NP O
зоне NOUN I-NP O
.РФ NOUN I-NP O
будет AUX B-VP O
закрытой VERB I-VP O
. PUNCT I-VP O

С ADP B-VP O
20 NUM I-VP O
апреля NOUN B-NP O
по ADP B-VP O
15 NUM I-VP O
июня NOUN B-NP O
имена NOUN I-NP O
будут AUX B-VP O
продаваться VERB I-VP O
с ADP B-NP O
аукциона NOUN I-NP O
, PUNCT I-NP O
и CCONJ I-NP O
только PART I-NP O
после ADP I-NP O
этого PRON I-NP O
сайт NOUN I-NP O
в ADP I-NP O
кириллической ADJ I-NP O
зоне NOUN I-NP O
можно ADV B-VP O
будет AUX I-VP O
зарегистрировать VERB I-VP O
свободно ADV I-VP O
. PUNCT I-VP O

По ADP B-NP O
словам NOUN I-NP O
главы NOUN I-NP O
Минкомсвязи PROPN I-NP B-Org
Игоря PROPN I-NP B-Person
Щеголёва PROPN I-NP I-Person
, PUNCT I-NP O
приоритетная ADJ I-NP O
регистрация NOUN I-NP O
имён NOUN I-NP O
для ADP I-NP O
госорганов NOUN I-NP O
и CCONJ I-NP O
владельцев NOUN I-NP O
известных ADJ I-NP O
торговых ADJ I-NP O
марок NOUN I-NP O
введена VERB B-VP O
для ADP I-VP O
того PRON I-VP O
, PUNCT I-VP O
чтобы SCONJ I-VP O
исключить VERB I-VP O
киберсквоттерство NOUN B-NP O
. PUNCT B-VP O

Представитель NOUN B-NP O
Министерства PROPN I-NP B-Org
сельского ADJ I-NP O
хозяйства NOUN I-NP O
Германии PROPN I-NP B-Org
сообщил VERB B-VP O
в ADP B-NP O
субботу NOUN I-NP O
об ADP I-NP O
обнаружении NOUN I-NP O
аномального ADJ I-NP O
содержания NOUN I-NP O
диоксина NOUN I-NP O
в ADP I-NP O
курином NOUN I-NP O
мясе NOUN I-NP O
, PUNCT B-VP O
произведенном VERB I-VP O
в ADP B-NP O
этой DET I-NP O
стране NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
субботу NOUN I-NP O
8 NUM I-NP O
января NOUN I-NP O
в ADP I-NP O
интервью NOUN I-NP O
журналистам NOUN I-NP O
он PRON B-VP O
заявил VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
уровень NOUN B-NP O
содержания NOUN I-NP O
этого DET I-NP O
опасного ADJ I-NP O
канцерогена NOUN I-NP O
в ADP I-NP O
образцах NOUN I-NP O
жировой ADJ I-NP O
ткани NOUN I-NP O
из ADP I-NP O
трех NUM I-NP O
куриных ADJ I-NP O
тушек NOUN I-NP O
в ADP I-NP O
два NUM I-NP O
с ADP I-NP O
лишним ADJ I-NP O
раза NOUN I-NP O
выше ADJ B-VP O
допустимой ADJ B-NP O
нормы NOUN I-NP O
. PUNCT B-VP O

Ранее ADV B-VP O
на ADP B-NP O
этой DET I-NP O
неделе NOUN I-NP O
диоксин NOUN I-NP O
был AUX B-VP O
обнаружен VERB I-VP O
в ADP B-NP O
куриных ADJ I-NP O
яйцах NOUN I-NP O
. PUNCT B-VP O

Чиновник NOUN B-NP O
подчеркнул VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
заражённое VERB I-VP O
мясо NOUN B-NP O
не PART B-VP O
успело VERB I-VP O
попасть VERB I-VP O
на ADP B-NP O
прилавки NOUN I-NP O
магазинов NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
тот DET I-NP O
же PART I-NP O
день NOUN I-NP O
Южная ADJ B-VP B-LocOrg
Корея PROPN I-VP O
заявила VERB I-VP O
, PUNCT B-NP O
что SCONJ I-NP O
вся DET B-VP O
импортируемая VERB I-VP O
из ADP I-VP O
Германии PROPN I-VP B-Location
свинина NOUN B-NP O
и CCONJ I-NP O
мясо NOUN I-NP O
птицы NOUN I-NP O
будут AUX B-VP O
помещены VERB I-VP O
в ADP B-NP O
карантин NOUN I-NP O
для ADP I-NP O
проведения NOUN I-NP O
соответствующей ADJ I-NP O
проверки NOUN I-NP O
. PUNCT B-VP O

Российские ADJ B-NP O
власти NOUN I-NP O
также ADV B-VP O
объявили VERB I-VP O
об ADP B-NP O
ужесточении NOUN I-NP O
контроля NOUN I-NP O
за ADP I-NP O
мясным ADJ I-NP O
импортом NOUN I-NP O
из ADP I-NP O
Германии PROPN I-NP B-Location
. PUNCT B-VP O

Диоксин NOUN B-NP O
был AUX B-VP O
обнаружен VERB I-VP O
в ADP B-NP O
продукции NOUN I-NP O
немецкой ADJ I-NP O
компании NOUN I-NP B-Org
Harles PROPN B-VP I-Org
und PROPN I-VP O
Jentzsch PROPN I-VP O
, PUNCT I-VP O
производящей VERB I-VP O
кормовые ADJ B-NP O
добавки NOUN I-NP O
для ADP I-NP O
птицы NOUN I-NP O
и CCONJ I-NP O
свиней NOUN I-NP O
. PUNCT B-VP O

Власти NOUN B-NP O
Германии PROPN I-NP B-LocOrg
уже ADV B-VP O
начали VERB I-VP O
расследование NOUN B-NP O
в ADP I-NP O
ее PRON I-NP O
отношении NOUN I-NP O
. PUNCT B-VP O

Предполагается VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
компании NOUN B-NP O
было AUX B-VP O
известно ADJ I-VP O
о ADP B-NP O
превышении NOUN I-NP O
допустимого ADJ I-NP O
уровня NOUN I-NP O
диоксина NOUN I-NP O
еще ADV I-NP O
в ADP I-NP O
марте NOUN I-NP O
2010 NUM I-NP O
года NOUN I-NP O
. PUNCT B-VP O

Работа NOUN B-NP O
около ADP I-NP O
5 NUM I-NP O
тысяч NOUN I-NP O
немецких ADJ I-NP O
ферм NOUN I-NP O
, PUNCT B-VP O
производящих VERB I-VP O
свинину NOUN B-NP O
, PUNCT I-NP O
птичье NOUN I-NP O
мясо NOUN I-NP O
и CCONJ I-NP O
яйца NOUN I-NP O
, PUNCT I-NP O
временно ADV B-VP O
приостановлена VERB I-VP O
. PUNCT I-VP O

В ADP B-NP O
следующее ADJ I-NP O
десятилетие NOUN I-NP O
НАСА PROPN I-NP B-Org
возвращается VERB B-VP O
на ADP I-VP O
Луну PROPN I-VP B-Location
и CCONJ I-VP O
будет AUX I-VP O
создавать VERB I-VP O
постоянно ADV I-VP O
обитаемую VERB I-VP O
базу NOUN B-NP O
на ADP I-NP O
одном NUM I-NP O
из ADP I-NP O
полюсов NOUN I-NP O
. PUNCT B-VP O

База NOUN B-NP O
расположенная VERB B-VP O
возле ADP B-NP O
полюса NOUN I-NP O
, PUNCT I-NP O
имеет VERB B-VP O
благоприятные ADJ B-NP O
условия NOUN I-NP O
для ADP I-NP O
использования NOUN I-NP O
солнечной ADJ I-NP O
энергии NOUN I-NP O
. PUNCT B-VP O

Пилотируемые VERB B-VP O
полёты NOUN B-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
возобновятся VERB B-VP O
в ADP B-NP O
2020 NUM I-NP O
году NOUN I-NP O
. PUNCT B-VP O

К ADP B-NP O
этому DET I-NP O
времени NOUN I-NP O
будет AUX B-VP O
создан VERB I-VP O
корабль NOUN B-NP O
, PUNCT B-VP O
который PRON I-VP O
сможет VERB I-VP O
доставить VERB I-VP O
четырёх NUM B-NP O
астронавтов NOUN I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
. PUNCT B-VP O

Астронавты NOUN B-NP O
смогут VERB B-VP O
оставаться VERB I-VP O
на ADP I-VP O
Луне PROPN I-VP B-Location
в ADP B-NP O
течение NOUN I-NP O
недели NOUN I-NP O
. PUNCT B-VP O

Станцию NOUN B-NP O
на ADP I-NP O
Луне PROPN I-NP O
планируется VERB B-VP O
создавать VERB I-VP O
поэтапно ADV I-VP O
, PUNCT B-NP O
в ADP I-NP O
течение NOUN I-NP O
нескольких NUM I-NP O
лет NOUN I-NP O
. PUNCT B-VP O

В ADP B-VP O
конце NOUN B-NP O
концов NOUN I-NP O
, PUNCT B-VP O
лунная ADJ B-NP O
станция NOUN I-NP O
станет VERB B-VP O
постоянно ADV I-VP O
обитаемой VERB I-VP O
, PUNCT I-VP O
на ADP I-VP O
которой PRON I-VP O
астронавты NOUN B-NP O
будут AUX B-VP O
жить VERB I-VP O
по ADP B-NP O
шесть NUM I-NP O
месяцев NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Во ADP I-NP O
время NOUN I-NP O
первой ADJ I-NP B-Org
пилотируемой VERB B-VP O
экспедиции NOUN B-NP B-Org
, PUNCT I-NP O
на ADP I-NP O
Луну PROPN I-NP B-Location
высадятся VERB B-VP O
четыре NUM B-NP O
астронавта NOUN I-NP O
» PROPN I-NP O
, PUNCT I-NP O
сказал VERB B-VP O
Скотт PROPN I-VP B-Person
Хоровитц PROPN I-VP I-Person
( PUNCT I-VP O
Scott PROPN I-VP B-Person
Horowitz PROPN I-VP I-Person
) PUNCT I-VP O
, PUNCT I-VP O
бывший ADJ I-VP O
астронавт NOUN B-NP O
, PUNCT B-VP O
который PRON I-VP O
в ADP B-NP O
настоящий ADJ I-NP O
момент NOUN I-NP O
продолжает VERB B-VP O
работать VERB I-VP O
в ADP I-VP O
НАСА PROPN I-VP B-Org
. PUNCT I-VP O

« NOUN B-NP O
Пока ADV B-VP O
мы PRON I-VP O
не PART I-VP O
создадим VERB I-VP O
базу NOUN B-NP O
, PUNCT B-VP O
пилотируемые VERB I-VP O
полёты NOUN B-NP O
на ADP B-VP O
Луну PROPN I-VP B-Location
будут AUX I-VP O
краткими ADJ I-VP O
, PUNCT I-VP O
экипажи NOUN B-NP O
будут AUX B-VP O
состоять VERB I-VP O
из ADP I-VP O
четырёх NUM I-VP O
астронавтов NOUN B-NP O
» PROPN I-NP O
, PUNCT I-NP O
сказал VERB B-VP O
Хоровитц PROPN I-VP B-Person
. PUNCT I-VP O

« NOUN B-NP O
Пройдет VERB B-VP O
несколько NUM B-NP O
лет NOUN I-NP O
, PUNCT B-VP O
вероятно ADV I-VP O
до ADP B-NP O
2024 NUM I-NP O
года NOUN I-NP O
, PUNCT B-VP O
прежде ADV I-VP O
чем SCONJ I-VP O
база NOUN B-NP O
будет AUX B-VP O
функционировать VERB I-VP O
, PUNCT I-VP O
и CCONJ I-VP O
на ADP B-NP O
базе NOUN I-NP O
будут AUX B-VP O
постоянно ADV I-VP O
сменяемые VERB I-VP O
смены NOUN B-NP O
, PUNCT B-VP O
как SCONJ I-VP O
это PRON I-VP O
происходит VERB I-VP O
сейчас ADV I-VP O
на ADP B-NP O
международной ADJ I-NP B-Location
космической ADJ I-NP I-Location
станции NOUN I-NP O
» PROPN B-VP O
. PUNCT I-VP O

Окончательное ADJ B-NP O
решение NOUN I-NP O
ещё ADV B-VP O
не PART I-VP O
принято VERB I-VP O
. PUNCT I-VP O

Инженеры NOUN B-NP O
изучают VERB B-VP O
полярные ADJ B-NP O
области NOUN I-NP O
Луны PROPN I-NP B-Location
, PUNCT B-VP O
как SCONJ I-VP O
потенциальные ADJ I-VP O
места NOUN B-NP O
расположения NOUN I-NP O
будущей ADJ I-NP O
базы NOUN I-NP O
. PUNCT B-VP O

На ADP B-NP O
полюсах NOUN I-NP O
достаточно ADV I-NP O
солнечного ADJ I-NP O
света NOUN I-NP O
, PUNCT I-NP O
чтобы SCONJ B-VP O
производить VERB I-VP O
необходимую ADJ I-VP O
, PUNCT I-VP O
для ADP B-NP O
существования NOUN I-NP O
базы NOUN I-NP O
, PUNCT I-NP O
энергию NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
есть VERB I-VP O
предположение NOUN B-NP O
, PUNCT I-NP O
что SCONJ I-NP O
, PUNCT I-NP O
используя VERB B-VP O
местные ADJ B-NP O
ресурсы NOUN I-NP O
, PUNCT B-VP O
можно ADV B-NP O
будет AUX I-NP O
производить VERB B-VP O
воздух NOUN B-NP O
, PUNCT I-NP O
топливо NOUN I-NP O
для ADP I-NP O
ракет NOUN I-NP O
и CCONJ I-NP O
другие ADJ I-NP O
материалы NOUN I-NP O
. PUNCT I-NP O

Постоянная ADJ B-NP O
лунная ADJ I-NP O
база NOUN I-NP O
— PROPN I-NP O
одна NUM I-NP O
из ADP I-NP O
центральных ADJ I-NP O
задач NOUN I-NP O
НАСА PROPN I-NP B-Org
в ADP I-NP O
её PRON I-NP O
новой ADJ I-NP O
глобальной ADJ I-NP O
стратегии NOUN I-NP O
исследования NOUN I-NP O
и CCONJ I-NP O
освоения NOUN I-NP O
космоса NOUN I-NP O
. PUNCT I-NP O

Эта DET B-NP O
новая ADJ I-NP O
стратегия NOUN I-NP O
выработана VERB B-VP O
из ADP B-NP O
обсуждений NOUN I-NP O
с ADP I-NP O
космическими ADJ I-NP O
предприятиями NOUN I-NP O
, PUNCT I-NP O
инженерами NOUN I-NP O
, PUNCT I-NP O
специалистами NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
обсуждениях NOUN I-NP O
также ADV B-VP O
участвовали VERB I-VP O
представители NOUN B-NP O
14-и ADJ I-NP O
космических ADJ I-NP O
агентств NOUN I-NP O
. PUNCT B-VP O

Толчок NOUN B-NP O
разработки NOUN I-NP O
новой ADJ I-NP O
стратегии NOUN I-NP O
был AUX B-VP O
дан VERB I-VP O
в ADP B-NP O
речи NOUN I-NP O
Президента PROPN I-NP O
США PROPN I-NP B-LocOrg
