-DOCSTART- -X- -X- O
валюту NOUN I-NP O
и CCONJ B-VP O
вправе ADV I-VP O
потребовать VERB I-VP O
мясо NOUN B-NP O
, PUNCT B-VP O
которое PRON I-VP O
нужно ADJ I-VP O
нашей DET B-NP O
стране NOUN I-NP O
» PROPN B-VP O
, PUNCT I-VP O
— PROPN I-VP O
заявил VERB I-VP O
в ADP B-NP O
преддверии NOUN I-NP O
переговоров NOUN I-NP O
главный ADJ I-NP O
санитарный ADJ I-NP O
врач NOUN I-NP O
России PROPN I-NP B-LocOrg
Геннадий PROPN I-NP B-Person
Онищенко PROPN I-NP I-Person
. PUNCT B-VP O

Власти NOUN B-NP B-Org
Петербурга PROPN I-NP I-Org
задумались VERB B-VP O
о ADP B-NP O
введении NOUN I-NP O
налога NOUN I-NP O
на ADP I-NP O
велосипедистов NOUN I-NP O
Сотрудники NOUN I-NP O
Смольного PROPN I-NP B-Org
пока ADV B-VP O
не PART I-VP O
вносили VERB I-VP O
подобную ADJ B-NP O
инициативу NOUN I-NP O
в ADP I-NP O
Законодательное ADJ I-NP B-Org
собрание NOUN I-NP I-Org
города NOUN I-NP B-LocOrg
. PUNCT B-VP O

Власти NOUN B-NP B-Org
Петербурга PROPN I-NP B-LocOrg
задумались VERB B-VP O
о ADP B-NP O
введении NOUN I-NP O
налога NOUN I-NP O
на ADP I-NP O
велосипедистов NOUN I-NP O
. PUNCT B-VP O

Такое DET B-NP O
предложение NOUN I-NP O
прозвучало VERB B-VP O
на ADP B-NP O
заседании NOUN I-NP O
комитета NOUN I-NP B-Org
по ADP I-NP O
развитию NOUN I-NP O
транспортной ADJ I-NP O
инфраструктуры NOUN I-NP O
города NOUN I-NP B-Location
, PUNCT B-VP O
пишет VERB I-VP O
« NOUN B-NP O
Независимая ADJ I-NP B-Org
газета NOUN I-NP I-Org
» PROPN B-VP O
. PUNCT I-VP O

Заседание NOUN B-NP O
предваряла VERB B-VP O
велопрогулка NOUN B-NP O
местных ADJ I-NP O
чиновников NOUN I-NP O
. PUNCT I-NP O

Мероприятие NOUN B-NP O
прошло VERB B-VP O
в ADP B-NP O
обстановке NOUN I-NP O
строгой ADJ B-VP O
секретности NOUN B-NP O
, PUNCT I-NP O
поездка NOUN I-NP O
продолжалась VERB B-VP O
более ADV B-NP O
2 NUM I-NP O
часов NOUN I-NP O
, PUNCT B-VP O
однако ADV I-VP O
увидеть VERB I-VP O
губернатора NOUN B-NP O
города NOUN I-NP B-Location
Георгия PROPN I-NP B-Person
Полтавченко PROPN I-NP I-Person
верхом NOUN I-NP O
на ADP I-NP O
велосипеде NOUN I-NP O
журналистам NOUN I-NP O
так ADV B-VP O
и PART I-VP O
не PART I-VP O
посчастливилось VERB I-VP O
. PUNCT I-VP O

После ADP B-NP O
чиновники NOUN I-NP O
провели VERB B-VP O
совещание NOUN B-NP O
и CCONJ B-VP O
обсудили VERB I-VP O
транспортные ADJ B-NP O
проблемы NOUN I-NP O
города NOUN I-NP O
. PUNCT B-VP O

Сотрудники NOUN B-NP O
Смольного PROPN I-NP B-Org
объявили VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
прокладывать VERB I-VP O
велодорожки NOUN B-NP O
повсеместно ADV B-VP O
нерационально ADV I-VP O
: PUNCT I-VP O
они PRON I-VP O
нужны ADJ I-VP O
только PART I-VP O
в ADP B-NP O
парках NOUN I-NP O
и CCONJ I-NP O
спальных ADJ I-NP O
районах NOUN I-NP O
" PROPN B-VP O
для ADP B-NP O
спорта NOUN I-NP O
" PROPN B-VP O
. PUNCT I-VP O

Нынешний ADJ B-NP O
центр NOUN I-NP O
небезопасен ADJ B-ROOT O
для ADP B-NP O
велосипедистов NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
перестройка NOUN B-NP O
дорог NOUN I-NP O
обойдется VERB B-VP O
слишком ADV I-VP O
дорого ADJ I-VP O
. PUNCT B-ROOT O

Если SCONJ B-VP O
же PART I-VP O
любители NOUN B-NP O
экологичного ADJ I-NP O
вида NOUN I-NP O
транспорта NOUN I-NP O
хотят VERB B-VP O
получить VERB I-VP O
удобную ADJ B-NP O
и CCONJ I-NP O
безопасную ADJ I-NP O
инфраструктуру NOUN I-NP O
для ADP I-NP O
перемещения NOUN I-NP O
, PUNCT B-VP O
то SCONJ I-VP O
пусть PART I-VP O
оплатят VERB I-VP O
эти DET B-NP O
работы NOUN I-NP O
, PUNCT B-VP O
предложили VERB I-VP O
чиновники NOUN B-NP O
. PUNCT B-VP O

« NOUN B-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
подпишет VERB B-VP O
антипиратский ADJ I-VP O
меморандум NOUN B-NP O
Правообладатели PROPN B-VP O
связывают VERB I-VP O
перемену NOUN B-NP O
в ADP I-NP O
отношении NOUN I-NP O
руководства NOUN I-NP O
соцсети VERB B-VP O
к ADP B-NP O
пиратскому ADJ I-NP O
контенту NOUN I-NP O
с ADP B-VP O
тем PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
Павел PROPN I-VP B-Person
Дуров PROPN I-VP I-Person
покинул VERB I-VP O
пост NOUN B-NP O
ее PRON I-NP O
генерального ADJ I-NP O
директора NOUN I-NP O
. PUNCT B-VP O

Социальная ADJ B-NP B-Org
сеть NOUN I-NP O
« PROPN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
в ADP I-NP O
течение NOUN I-NP O
месяца NOUN I-NP O
подпишет VERB B-VP O
меморандум NOUN B-NP O
Роскомнадзора PROPN B-VP B-Org
о ADP B-NP O
легализации NOUN I-NP O
контента NOUN I-NP O
. PUNCT B-VP O

В ADP B-NP O
декабре NOUN I-NP O
2013 NUM I-NP O
года NOUN I-NP O
администрация NOUN I-NP B-Org
« PROPN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
отказалась VERB B-VP O
присоединиться VERB I-VP O
к ADP B-NP O
соглашению NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Пока ADV B-ROOT O
не PART I-ROOT O
будем AUX I-ROOT O
подписывать VERB B-VP O
, PUNCT B-ROOT O
мы PRON I-ROOT O
не PART I-ROOT O
согласны ADJ I-ROOT O
с ADP B-NP O
рядом NOUN I-NP O
пунктов NOUN I-NP O
, PUNCT B-ROOT O
— NOUN B-NP O
заявлял VERB B-VP O
« NOUN B-NP O
Известиям PROPN I-NP B-Org
» PROPN I-NP O
Илья PROPN I-NP B-Person
Перекопский PROPN I-NP I-Person
, PUNCT I-NP O
который PRON I-NP O
в ADP I-NP O
то DET I-NP O
время NOUN I-NP O
был AUX I-NP O
вице-президентом NOUN I-NP O
« PROPN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
. PUNCT B-ROOT O

Однако ADV B-VP O
, PUNCT I-VP O
по ADP B-NP O
словам NOUN I-NP O
источника NOUN I-NP O
в ADP I-NP O
Роскомнадзоре PROPN I-NP B-Org
, PUNCT I-NP O
сейчас ADV B-VP O
ситуация NOUN B-NP O
изменилась VERB B-VP O
, PUNCT I-VP O
и CCONJ B-NP O
« NOUN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
подпишет VERB B-VP O
меморандум NOUN B-NP O
до ADP I-NP O
начала NOUN I-NP O
Санкт-Петербургского ADJ I-NP B-Location
экономического ADJ I-NP O
форума NOUN I-NP O
, PUNCT I-NP O
который PRON B-VP O
открывается VERB I-VP O
22 NUM I-VP O
мая NOUN B-NP O
. PUNCT B-VP O

Пресс-службы NOUN B-NP B-Org
« NOUN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
и CCONJ I-NP O
Роскомнадзора PROPN I-NP B-Org
от ADP I-NP O
комментариев NOUN I-NP O
отказались VERB B-VP O
. PUNCT B-NP O

В ADP B-NP O
декабре NOUN I-NP O
2013 NUM I-NP O
года NOUN I-NP O
представители NOUN I-NP O
36 NUM I-NP O
интернет NOUN I-NP O
- PUNCT I-NP O
площадок NOUN I-NP O
и CCONJ I-NP O
фирм NOUN I-NP O
- PUNCT I-NP O
правообладателей NOUN I-NP O
договорились VERB B-VP O
о ADP B-NP O
сотрудничестве NOUN I-NP O
. PUNCT B-VP O

Подготовленный VERB B-VP O
Роскомнадзором PROPN B-NP B-Org
и CCONJ I-NP O
правообладателями NOUN I-NP O
меморандум NOUN I-NP O
предусматривает VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
подписавшие VERB I-VP O
его PRON B-NP O
компании NOUN I-NP O
будут AUX B-VP O
совместными ADJ I-VP O
усилиями NOUN B-NP O
пресекать VERB B-VP O
распространение NOUN B-NP O
пиратских ADJ I-NP O
фильмов NOUN I-NP O
. PUNCT B-VP O

Это PRON B-VP O
позволит VERB I-VP O
снизить VERB I-VP O
нагрузку NOUN B-NP O
на ADP I-NP O
суды NOUN I-NP O
. PUNCT B-VP O

Подписавшие VERB B-VP O
документ NOUN B-NP O
стороны NOUN I-NP O
обязуются VERB B-VP O
содействовать VERB I-VP O
доступу NOUN B-NP O
пользователей NOUN I-NP O
к ADP I-NP O
легальным ADJ I-NP O
фильмам NOUN I-NP O
. PUNCT B-VP O

Согласно ADP B-NP O
меморандуму NOUN I-NP O
, PUNCT I-NP O
администрация NOUN I-NP O
сайта NOUN I-NP O
в ADP I-NP O
течение NOUN I-NP O
суток NOUN I-NP O
заблокирует VERB B-VP O
размещенный VERB I-VP O
пользователем NOUN B-NP O
пиратский ADJ I-NP O
фильм NOUN I-NP O
, PUNCT B-VP O
если SCONJ I-VP O
в ADP B-NP O
жалобе NOUN I-NP O
точно ADV B-VP O
указан VERB I-VP O
адрес NOUN B-NP O
страницы NOUN I-NP O
. PUNCT B-VP O

Если SCONJ B-VP O
же PART I-VP O
правообладатель NOUN B-NP O
указал VERB B-VP O
только PART B-NP O
адрес NOUN I-NP O
сайта NOUN I-NP O
, PUNCT B-VP O
пиратский ADJ B-NP O
контент NOUN I-NP O
заблокируют VERB B-VP O
« PROPN B-NP O
в ADP I-NP O
разумное ADJ I-NP O
время NOUN I-NP O
» PROPN I-NP O
. PUNCT I-NP O

При ADP B-NP O
этом PRON I-NP O
представители NOUN I-NP O
интернет NOUN I-NP O
- PUNCT I-NP O
площадок NOUN I-NP O
изучат VERB B-VP O
возможности NOUN B-NP O
внедрения NOUN I-NP O
на ADP I-NP O
своих DET I-NP O
ресурсах NOUN I-NP O
систем NOUN I-NP O
идентификации NOUN I-NP O
контента NOUN I-NP O
, PUNCT B-VP O
позволяющих VERB I-VP O
автоматически ADV I-VP O
запретить VERB I-VP O
повторное ADJ B-NP O
появление NOUN I-NP O
фильмов NOUN I-NP O
. PUNCT I-NP O

На ADP B-NP O
данный ADJ I-NP O
момент NOUN I-NP O
документ NOUN I-NP O
подписали VERB B-VP O
ВГТРК PROPN I-VP B-Org
, PUNCT I-VP O
« NOUN B-NP O
Амедиа PROPN I-NP B-Org
» PROPN I-NP O
, PUNCT I-NP O
« NOUN I-NP O
Мосфильм PROPN I-NP B-Org
» PROPN B-ROOT O
, PUNCT I-ROOT O
« ADJ B-NP O
Каро ADJ I-NP B-Org
Премьер NOUN I-NP O
» PROPN B-ROOT O
, PUNCT B-NP O
« NOUN I-NP O
ТНТ PROPN B-ROOT B-Org
- PUNCT I-ROOT O
Телесеть PROPN I-ROOT O
» PROPN I-ROOT O
, PUNCT B-NP O
интернет-компании NOUN I-NP B-Org
Mail.Ru PROPN B-ROOT I-Org
Group PROPN I-ROOT O
( ADJ I-ROOT O
владелец NOUN B-NP O
соцсетей NOUN I-NP B-Org
« NUM I-NP O
Одноклассники NOUN I-NP B-Org
» PROPN B-ROOT O
и CCONJ I-ROOT O
« PROPN I-ROOT O
Мой DET B-NP B-Org
Мир NOUN I-NP O
» PROPN I-NP O
) PROPN B-ROOT O
, PUNCT I-ROOT O
RuTube PROPN I-ROOT B-Org
, PUNCT I-ROOT O
Ivi PROPN I-ROOT B-Org
, PUNCT I-ROOT O
Zoomby PROPN I-ROOT B-Org
, PUNCT I-ROOT O
Megogo PROPN I-ROOT B-Org
и CCONJ B-NP O
др NOUN I-NP O
. PUNCT B-ROOT O

При ADP B-VP O
этом PRON I-VP O
, PUNCT I-VP O
помимо ADP B-NP O
« NOUN I-NP O
ВКонтакте VERB B-VP B-Org
» NOUN B-NP O
, PUNCT I-NP O
пока SCONJ B-VP O
не PART I-VP O
присоединились VERB I-VP O
к ADP B-NP O
соглашению NOUN I-NP O
« NOUN I-NP O
Яндекс PROPN B-VP B-Org
» PROPN I-VP O
и CCONJ I-VP O
Google PROPN I-VP B-Org
( PROPN I-VP O
которой PRON I-VP O
принадлежит VERB I-VP O
сервис NOUN B-NP B-Org
YouTube NOUN I-NP I-Org
) NOUN I-NP O
. PUNCT B-VP O

« NOUN B-NP O
Мы PRON B-VP O
не PART I-VP O
подписали VERB I-VP O
документ NOUN B-NP O
, PUNCT B-VP O
поскольку SCONJ I-VP O
при ADP B-NP O
его PRON I-NP O
подготовке NOUN I-NP O
не PART B-VP O
были AUX I-VP O
учтены VERB I-VP O
важные ADJ B-NP O
для ADP I-NP O
интернет-компаний NOUN I-NP O
пункты NOUN I-NP O
: PUNCT I-NP O
обязательность NOUN I-NP O
указания NOUN I-NP O
адреса NOUN I-NP O
страницы NOUN I-NP O
в ADP I-NP O
обращениях NOUN I-NP O
правообладателей NOUN I-NP O
, PUNCT I-NP O
недопустимость NOUN I-NP O
премодерации NOUN I-NP O
и CCONJ I-NP O
т NOUN I-NP O
. PUNCT B-VP O

д NOUN B-NP O
. PUNCT I-NP O
» NOUN I-NP O

, PUNCT B-ROOT O
— NOUN B-NP O
сообщили VERB B-VP O
в ADP B-NP O
пресс-службе NOUN I-NP B-Org
« PROPN B-VP O
Яндекса PROPN I-VP B-Org
» PROPN I-VP O
. PUNCT B-ROOT O

Дуров NOUN B-NP B-Person
уехал VERB B-VP O
из ADP I-VP O
России PROPN I-VP B-Location
, PUNCT I-VP O
после ADP I-VP O
того PRON I-VP O
как SCONJ I-VP O
был AUX I-VP O
уволен VERB I-VP O
с ADP B-NP O
занимаемой VERB B-VP O
должности NOUN B-NP O
. PUNCT B-VP O

Об ADP B-NP O
увольнении NOUN I-NP O
он PRON B-VP O
сам ADJ I-VP O
сообщил VERB I-VP O
в ADP B-NP O
соцсетях NOUN I-NP O
1 NUM I-NP O
апреля NOUN I-NP O
, PUNCT B-VP O
однако ADV I-VP O
позднее ADV I-VP O
заявил VERB I-VP O
, PUNCT B-NP O
что SCONJ I-NP O
это PRON I-NP O
была AUX I-NP O
шутка NOUN I-NP O
. PUNCT B-VP O

Тем PRON B-VP O
не PART I-VP O
менее ADV I-VP O
руководство NOUN B-NP B-Org
компании NOUN I-NP I-Org
не PART B-VP O
стало VERB I-VP O
учитывать VERB I-VP O
отзыв NOUN B-NP O
заявления NOUN I-NP O
об ADP I-NP O
уходе NOUN I-NP O
. PUNCT B-VP O

По ADP B-NP O
словам NOUN I-NP O
Дурова PROPN I-NP B-Person
, PUNCT I-NP O
о ADP B-VP O
своем DET I-VP O
увольнении NOUN B-NP O
он PRON B-VP O
узнал VERB I-VP O
из ADP I-VP O
СМИ PROPN I-VP O
. PUNCT I-VP O

Оскал NOUN B-NP O
капитализма NOUN I-NP O
О ADP I-NP O
том PRON I-NP O
, PUNCT B-VP O
кто PRON I-VP O
купил VERB I-VP O
права NOUN B-NP O
на ADP B-VP O
жизненно ADV I-VP O
важное ADJ B-NP O
лекарство NOUN I-NP O
и CCONJ B-VP O
поднял VERB I-VP O
цену NOUN B-NP O
с ADP I-NP O
$ NOUN I-NP O
13,5 NUM I-NP O
до ADP I-NP O
$ NOUN I-NP O
700 NUM I-NP O
. PUNCT I-NP O

Мартину NOUN B-NP B-Person
Шкрели PROPN I-NP I-Person
32 NUM I-NP O
года NOUN I-NP O
и CCONJ I-NP O
он PRON I-NP O
основатель NOUN I-NP O
биофармацевтической ADJ I-NP B-Org
компании NOUN I-NP I-Org
Turing PROPN I-NP I-Org
Pharmaceuticals PROPN I-NP O
, PUNCT I-NP O
расположенной ADJ I-NP O
в ADP I-NP O
Бруклине PROPN I-NP B-Location
, PUNCT I-NP O
под ADP I-NP O
Нью-Йорком PROPN I-NP B-Location
. PUNCT I-NP O

На ADP B-NP O
своей DET I-NP O
странице NOUN I-NP O
в ADP I-NP O
одной NUM I-NP O
из ADP I-NP O
служб NOUN I-NP O
знакомств NOUN I-NP O
( VERB B-VP O
ныне ADV B-NP O
страница NOUN I-NP O
удалена VERB B-VP O
) NOUN B-NP O
Мартин PROPN I-NP B-Person
писал VERB B-VP O
, PUNCT I-VP O
что SCONJ I-VP O
основал VERB I-VP O
компанию NOUN B-NP B-Org
, PUNCT B-VP O
чтобы SCONJ I-VP O
" NOUN B-NP O
искать VERB B-VP O
способы NOUN B-NP O
справиться VERB B-VP O
с ADP B-NP O
редкими ADJ I-NP O
заболеваниями NOUN I-NP O
" PROPN B-VP O
и CCONJ I-VP O
что SCONJ I-VP O
он PRON I-VP O
проводит VERB I-VP O
много ADV B-NP O
времени NOUN I-NP O
, PUNCT B-VP O
размышляя VERB I-VP O
об ADP B-NP O
" NOUN I-NP O
инвестициях NOUN I-NP O
, PUNCT I-NP O
семейных ADJ I-NP O
ценностях NOUN I-NP O
и CCONJ I-NP O
страданиях NOUN I-NP O
людей NOUN I-NP O
" PROPN I-NP O
. PUNCT B-VP O

В ADP B-NP O
этом DET I-NP O
месяце NOUN I-NP O
компания NOUN I-NP B-Org
Мартина PROPN I-NP B-Person
приобрела VERB B-VP O
за ADP B-NP O
$ NOUN I-NP O
55 NUM I-NP O
млн NOUN I-NP O
права NOUN I-NP O
на ADP I-NP O
лекарство NOUN I-NP O
Daraprim PROPN I-NP O
, PUNCT B-VP O
жизнено VERB I-VP O
необходимое ADJ I-VP O
больным NOUN B-NP O
СПИДом NOUN I-NP O
и CCONJ I-NP O
раком NOUN I-NP O
. PUNCT B-VP O

Шкрели NOUN B-NP B-Person
, PUNCT B-VP O
которого PRON I-VP O
когда-то ADV I-VP O
называли VERB I-VP O
" NOUN B-NP O
многообещающим ADJ I-NP O
филантропом NOUN I-NP O
" PROPN I-NP O
и CCONJ B-VP O
который PRON I-VP O
входил VERB I-VP O
в ADP B-NP O
список NOUN I-NP O
богатых ADJ I-NP O
людей NOUN I-NP O
Forbes PROPN B-VP B-Org
" PROPN I-VP O
30 NUM I-VP O
до ADP B-NP O
30 NUM I-NP O
" NOUN I-NP O
решил VERB B-VP O
увеличить VERB I-VP O
цену NOUN B-NP O
на ADP B-VP O
Daraprim PROPN I-VP O
с ADP B-NP O
$ NOUN I-NP O
13,5 NUM B-VP O
до ADP B-NP O
$ NOUN I-NP O
750 NUM I-NP O
( ADJ I-NP O
цена NOUN I-NP O
ежедневной ADJ I-NP O
дозы NOUN I-NP O
) PROPN I-NP O
. PUNCT B-VP O

В ADP B-NP O
интервью NOUN I-NP O
Bloomberg PROPN I-NP B-Org
Шкрели PROPN I-NP B-Person
оправдывал VERB B-VP O
свое DET B-NP O
решение NOUN I-NP O
тем PRON I-NP O
, PUNCT I-NP O
что SCONJ I-NP O
ему PRON I-NP O
" NOUN I-NP O
необходимо ADJ I-NP O
получать VERB B-VP O
прибыль NOUN B-NP O
, PUNCT B-VP O
чтобы SCONJ I-VP O
инвестировать VERB I-VP O
в ADP B-NP O
создание NOUN I-NP O
новых ADJ I-NP O
версий NOUN I-NP O
этого DET I-NP O
лекарства NOUN I-NP O
" PROPN I-NP O
. PUNCT I-NP O

Шкрели VERB B-VP B-Person
также ADV I-VP O
предъявил VERB I-VP O
претензии NOUN B-NP O
о ADP I-NP O
неточности NOUN I-NP O
к ADP B-VP O
Washigton PROPN I-VP B-Org
Post PROPN I-VP O
, PUNCT I-VP O
заявив VERB I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
лекарство NOUN B-NP O
раньше ADV B-VP O
стоило VERB I-VP O
$ NOUN B-NP O
18 NUM I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
не PART I-NP O
$ NOUN I-NP O
13,5 NUM I-NP O
и CCONJ B-VP O
что SCONJ I-VP O
соответственно ADV I-VP O
, PUNCT B-NP O
цена NOUN I-NP O
выросла VERB B-VP O
лишь PART B-NP O
на ADP I-NP O
4000 NUM I-NP O
% NOUN I-NP O
, PUNCT I-NP O
а CCONJ I-NP O
не PART I-NP O
на ADP I-NP O
5000 NUM I-NP O
% NOUN I-NP O
. PUNCT B-VP O

Вообще ADV B-NP O
же PART I-NP O
первоначальная ADJ I-NP O
стоимость NOUN I-NP O
лекарства NOUN I-NP O
была AUX I-NP O
$ NOUN I-NP O
1 NUM I-NP O
и CCONJ I-NP O
к ADP I-NP O
моменту NOUN I-NP O
покупки NOUN I-NP O
прав NOUN I-NP O
Шкрели PROPN I-NP B-Person
достигла VERB B-VP O
$ NOUN B-NP O
13,5 NUM I-NP O
за ADP I-NP O
таблетку NOUN I-NP O
. PUNCT I-NP O

В ADP B-NP O
связи NOUN I-NP O
с ADP I-NP O
дальнейшим ADJ I-NP O
резким ADJ I-NP O
повышением NOUN I-NP O
, PUNCT I-NP O
лечение NOUN I-NP O
дя VERB B-VP O
многих ADJ B-NP O
пациентов NOUN I-NP O
стало VERB B-VP O
стоить VERB I-VP O
сотни NOUN B-NP O
тысяч NOUN I-NP O
долларов NOUN I-NP O
в ADP I-NP O
год NOUN I-NP O
, PUNCT I-NP O
что SCONJ I-NP O
далеко ADV I-NP O
не PART I-NP O
всем PRON I-NP O
по ADP I-NP O
карману NOUN I-NP O
. PUNCT B-VP O

Daraprim NOUN B-NP O
подавляет VERB B-VP O
инфекцию NOUN B-NP O
, PUNCT I-NP O
известную ADJ I-NP O
как SCONJ I-NP O
токсоплазмоз NOUN I-NP O
, PUNCT B-VP O
а CCONJ I-VP O
также ADV I-VP O
может VERB I-VP O
использоваться VERB I-VP O
для ADP B-NP O
лечения NOUN I-NP O
малярии NOUN I-NP O
. PUNCT I-NP O

Этот DET B-NP O
препарат NOUN I-NP O
занесен VERB B-VP O
в ADP B-NP O
список NOUN I-NP O
наиболее ADV I-NP O
важных ADJ I-NP O
базовых ADJ I-NP O
лекарств NOUN I-NP O
Всемирной ADJ I-NP B-Org
организацией NOUN I-NP I-Org
здравоохранения NOUN I-NP O
. PUNCT B-VP O

После ADP B-NP O
разразившегося VERB B-VP O
скандала NOUN B-NP O
Шкрели PROPN I-NP B-Person
заявил VERB B-VP O
в ADP B-NP O
интервью NOUN I-NP O
ABC PROPN I-NP B-Org
News PROPN I-NP O
, PUNCT B-VP O
что SCONJ I-VP O
цена NOUN B-NP O
будет AUX B-VP O
снижена VERB I-VP O
, PUNCT I-VP O
но CCONJ I-VP O
так ADV I-VP O
и PART I-VP O
не PART I-VP O
объявил VERB I-VP O
на ADP I-VP O
сколько ADV I-VP O
. PUNCT I-VP O

Когда SCONJ B-VP O
редактор NOUN B-NP O
издания NOUN I-NP B-Org
Fierce PROPN B-VP I-Org
Biotech PROPN I-VP O
Джон PROPN I-VP B-Person
Кэррол PROPN I-VP I-Person
попросил VERB I-VP O
разъяснений NOUN B-NP O
у ADP B-VP O
Шкрели PROPN I-VP B-Person
, PUNCT I-VP O
почему ADV I-VP O
он PRON I-VP O
так ADV I-VP O
сильно ADV I-VP O
задрал VERB I-VP O
цену NOUN B-NP O
на ADP I-NP O
жизненно ADV I-NP O
важное ADJ I-NP O
лекарство NOUN I-NP O
, PUNCT B-VP O
тот DET I-VP O
назвал VERB I-VP O
его PRON I-VP O
" NOUN B-NP O
дебилом NOUN I-NP O
" PROPN I-NP O
( PROPN B-VP O
' PROPN I-VP O
moron X I-VP O
' X I-VP O
) X I-VP O
. PUNCT I-VP O

21 NUM B-VP O
сентября NOUN B-NP O
Хиллари PROPN B-VP B-Person
Клинтон PROPN I-VP I-Person
написала VERB I-VP O
по ADP B-NP O
этому DET I-NP O
же PART I-NP O
поводу NOUN I-NP O
: PUNCT B-VP O
" NOUN B-NP O
Такое DET I-NP O
повышение NOUN I-NP O
цены NOUN I-NP O
на ADP I-NP O
специализированное ADJ I-NP O
лекарство NOUN I-NP O
возмутительно ADV I-NP O
. PUNCT B-VP O

Завтра ADV B-ROOT O
запланируем VERB B-VP O
, PUNCT I-VP O
какие DET B-NP O
меры NOUN I-NP O
сможем VERB B-VP O
принять VERB I-VP O
" PROPN I-VP O
. PUNCT B-ROOT O

В ADP B-NP O
прошлом ADJ I-NP O
месяце NOUN I-NP O
на ADP B-VP O
Шкерли PROPN I-VP B-Person
подала VERB I-VP O
в ADP B-NP O
суд NOUN I-NP O
компания NOUN I-NP B-Org
Retrophin PROPN I-NP I-Org
с ADP I-NP O
иском NOUN I-NP O
на ADP I-NP O
$ NOUN I-NP O
65 NUM I-NP O
млн NOUN I-NP O
, PUNCT B-VP O
еще ADV B-NP O
одна NUM I-NP O
компания NOUN I-NP O
, PUNCT B-VP O
которую PRON I-VP O
он PRON I-VP O
основал VERB I-VP O
. PUNCT I-VP O

В ADP B-NP O
иске NOUN I-NP O
Мартину PROPN B-VP B-Person
вменяется VERB I-VP O
то PRON I-VP O
, PUNCT I-VP O
что SCONJ I-VP O
он PRON I-VP O
использовал VERB I-VP O
деньги NOUN B-NP O
компании NOUN I-NP O
, PUNCT B-VP O
чтобы SCONJ I-VP O
расплатиться VERB I-VP O
с ADP B-NP O
разозленными ADJ I-NP O
инвесторами NOUN I-NP O
. PUNCT B-VP O

Компания NOUN B-NP B-Org
Retrophin PROPN I-NP I-Org
также ADV B-VP O
была AUX I-VP O
куплена VERB I-VP O
и CCONJ B-NP O
цены NOUN I-NP O
на ADP I-NP O
ряд NOUN I-NP O
" PROPN I-NP O
старых ADJ I-NP O
" NOUN I-NP O
лекарств NOUN I-NP O
, PUNCT I-NP O
правами NOUN I-NP O
на ADP I-NP O
которые PRON I-NP O
компания NOUN I-NP B-Org
владела VERB B-VP O
, PUNCT I-VP O
также ADV I-VP O
были AUX I-VP O
значительно ADV I-VP O
повышены VERB I-VP O
. PUNCT I-VP O

Например ADV B-NP O
, PUNCT I-NP O
цена NOUN I-NP O
на ADP I-NP O
лекарство NOUN I-NP O
, PUNCT I-NP O
спасающее VERB B-VP O
от ADP B-NP O
редкого ADJ I-NP O
почечного ADJ I-NP O
заболевания NOUN I-NP O
, PUNCT B-VP O
была AUX I-VP O
повышена VERB I-VP O
в ADP B-NP O
20 NUM I-NP O
раз NOUN I-NP O
. PUNCT B-VP O

Тогда ADV B-VP O
Шкрели PROPN I-VP B-Person
оправдался VERB I-VP O
таким DET B-NP O
словами NOUN I-NP O
: PUNCT B-VP O
" NOUN B-NP O
Я PRON B-VP O
не PART I-VP O
прячусь VERB I-VP O
от ADP B-NP O
того DET I-NP O
факта NOUN I-NP O
, PUNCT I-NP O
что SCONJ I-NP O
мы PRON I-NP O
- PUNCT I-NP O
публичная ADJ I-NP O
компания NOUN I-NP O
и CCONJ I-NP O
мы PRON I-NP O
стараемся VERB B-VP O
зарабатывать VERB I-VP O
деньги NOUN B-NP O
. PUNCT B-VP O

И CCONJ B-VP O
тут ADV I-VP O
нет VERB I-VP O
никаких DET B-NP O
сомнений NOUN I-NP O
. PUNCT B-VP O

Мы PRON B-NP O
тут ADV I-NP O
не PART I-NP O
для ADP I-NP O
шуток NOUN I-NP O
" PROPN I-NP O
. PUNCT I-NP O

Меркель PROPN B-VP B-Person
и CCONJ I-VP O
Порошенко PROPN I-VP B-Person
договорились VERB I-VP O
с ADP I-VP O
Путиным PROPN I-VP B-Person
о ADP B-NP O
допуске NOUN I-NP O
наблюдателей NOUN I-NP O
ОБСЕ PROPN I-NP B-Org
В ADP B-VP O
состоявшемся VERB I-VP O
